# x l P_ref P_forward P_backward_exp abs_err_forward rel_err_forward abs_err_backward rel_err_backward
0.5 34 -1.03425075400987998e-01 -1.03425075400988040e-01 1.61885094476595248e+00 4.16333634234433703e-17 4.02546125898648907e-16 1.72227602016694048e+00 1.66524028480475046e+01
0.5 35 3.69591179783265930e-02 3.69591179783265653e-02 1.59806180090127725e+00 2.77555756156289135e-17 7.50980465278019277e-16 1.56110268292295062e+00 4.22386346946484394e+01
0.5 36 1.36997953535143713e-01 1.36997953535143741e-01 1.98363514408337075e-03 2.77555756156289135e-17 2.02598468804928911e-16 1.35014318391060345e-01 9.85520695069547092e-01
0.5 37 9.91864069408915916e-02 9.91864069408916194e-02 -1.55291411215370112e+00 2.77555756156289135e-17 2.79832453575713909e-16 1.65210051909459277e+00 1.66565214937076327e+01
0.5 38 -3.55114215925495594e-02 -3.55114215925495386e-02 -1.53441246594986525e+00 2.08166817117216851e-17 5.86196800301824813e-16 1.49890104435731564e+00 4.22089845220894020e+01
0.5 39 -1.31699312694026627e-01 -1.31699312694026655e-01 -1.64470967254276373e-03 2.77555756156289135e-17 2.10749585915552015e-16 1.30054603021483861e-01 9.87511630555249154e-01
0.5 40 -9.54294352326154754e-02 -9.54294352326155310e-02 1.49442800349948257e+00 5.55111512312578270e-17 5.81698415126797908e-16 1.58985743873209806e+00 1.66600319372813708e+01
0.5 41 3.42214727034180141e-02 3.42214727034179864e-02 1.47780786655196961e+00 2.77555756156289135e-17 8.11057310600683462e-16 1.44358639384855159e+00 4.21836431868219179e+01
0.5 42 1.26971380041168619e-01 1.26971380041168647e-01 1.36853139114176685e-03 2.77555756156289135e-17 2.18597101225721668e-16 1.25602848650026855e-01 9.89221733348900845e-01
0.5 43 9.20693441443281302e-02 9.20693441443281718e-02 -1.44208762351300468e+00 4.16333634234433703e-17 4.52195720631818631e-16 1.53415696765733278e+00 1.66630595874820671e+01
0.5 44 -3.30625652611812870e-02 -3.30625652611812801e-02 -1.42703769255988178e+00 6.93889390390722838e-18 2.09871613079405370e-16 1.39397512729870043e+00 4.21617353731280105e+01
0.5 45 -1.22718562143844565e-01 -1.22718562143844578e-01 -1.14048631872305252e-03 1.38777878078144568e-17 1.13086297340638713e-16 1.21578075825121507e-01 9.90706488906003990e-01
0.5 46 -8.90408508867776005e-02 -8.90408508867776283e-02 1.39488704429766908e+00 2.77555756156289135e-17 3.11717322321215181e-16 1.48392789518444657e+00 1.66656976029056239e+01
0.5 47 3.20139211145040736e-02 3.20139211145040598e-02 1.38116404107452917e+00 1.38777878078144568e-17 4.33492284752555734e-16 1.34915011996002510e+00 4.21426077466276254e+01
0.5 48 1.18866275929531057e-01 1.18866275929531084e-01 9.50018105201871476e-04 2.77555756156289135e-17 2.33502525410012760e-16 1.17916257824329185e-01 9.92007673347442220e-01
0.5 49 8.62927789609400087e-02 8.62927789609400503e-02 -1.35203669578520635e+00 4.16333634234433703e-17 4.82466365375583769e-16 1.43832947474614636e+00 1.66680166297251695e+01
0.5 50 -3.10590992396098213e-02 -3.10590992396098109e-02 -1.33944734657045217e+00 1.04083408558608426e-17 3.35114060313347232e-16 1.30838824733084236e+00 4.21257627994004551e+01

0.90000000000000002 0 1.00000000000000000e+00 1.00000000000000000e+00 1.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00
0.90000000000000002 1 9.00000000000000022e-01 9.00000000000000022e-01 8.11651483658308637e-01 0.00000000000000000e+00 0.00000000000000000e+00 8.83485163416913855e-02 9.81650181574348635e-02
0.90000000000000002 2 7.15000000000000080e-01 7.15000000000000080e-01 5.95729502938716848e-01 0.00000000000000000e+00 0.00000000000000000e+00 1.19270497061283232e-01 1.66811884001794725e-01
0.90000000000000002 3 4.72500000000000087e-01 4.72500000000000087e-01 3.52493265302536107e-01 0.00000000000000000e+00 0.00000000000000000e+00 1.20006734697463979e-01 2.53982507296220017e-01
0.90000000000000002 4 2.07937500000000136e-01 2.07937499999999997e-01 1.08379765647456730e-01 1.38777878078144568e-16 6.67401878343946979e-16 9.95577343525434061e-02 4.78786819849922884e-01
0.90000000000000002 5 -4.11412499999998585e-02 -4.11412500000000875e-02 -1.06419391893148974e-01 2.28983498828938536e-16 5.56578856570812289e-15 6.52781418931491220e-02 1.58668348417098048e+00
0.90000000000000002 6 -2.41164312499999867e-01 -2.41164312500000116e-01 -2.65908467996576414e-01 2.49800180540660222e-16 1.03580906292119959e-15 2.47441554965765476e-02 1.02602890286997012e-01
0.90000000000000002 7 -3.67824993749999940e-01 -3.67824993750000162e-01 -3.53230389171578618e-01 2.22044604925031308e-16 6.03669159785124997e-16 1.45946045784213219e-02 3.96781209173100793e-02
0.90000000000000002 8 -4.09685903515625005e-01 -4.09685903515625172e-01 -3.63406372230034636e-01 1.66533453693773481e-16 4.06490563294233710e-16 4.62795312855903695e-02 1.12963445626157150e-01
